@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'Ich habe einen neuen Vertrag abgeschlossen und heute mein Handy samt sim Karte erhalten. Nach dem Einlegen der Sim hab ich nach 25 Stunden warten noch immer kein Netz',worry
'Ja eine frage hab ich noch meine tochter hat mir das handy fallen lassen wie löuft das mit der garantie den ich habe links oben im eck einen sprung wo ein kleines teil vom bildschirm rausgebrochen ist kan ich das ohne probleme einschicken ?',neutral
'Hallo ich habe eine Frage zu IPv6.',neutral
'Wann kann ich mir ein neues Handy holen',neutral
'Gut vielen Dank. Und welche Geräte mir zur Verfügung stehen würden sehe ich ab 8.6.?',happy
'Kann die alte SIM Karte gestanzt werden?',neutral
'sind die Handys auf telering gesperrt?',neutral
'ich würde mir gerne ein neues handy anmelden',neutral
'Hallo mein Name ist  und ich hätte eine Frage zum Freischalten eines iPhones',neutral
'benötigen sie meine Seriennummer?',neutral
'samsung galaxy s7 edge 32 gb',neutral
'Mit dem Neustart geht es dann wieder',neutral
'was kostet das iPhone 5 s wenn ich meinen Vertrag verlängere?',neutral
'ich würde gern wissen wann mein iphone 7 ankommen wird?',neutral
'Ich wollte nur wissen wann und ob ich den Handy noch bekomme den ich bestellt hab.',worry
'icgh habe tech. fragen',neutral
'Ja huawei wäre gut aber nur mit Tarif S € 10- pro Monat',neutral
'meine frau hat ein neues handy und hat mir ihr Samsung GT-{Potentielle_ID} weitergegeben da passt meine sim-karte nicht rein (samsung GT-{Potentielle_ID}) kann ich eine neue sim-karte bestellen?',neutral
'ich wollte fragen ob ihr schon einen liefertermin für das iphone se habt :)',neutral
'Guten TagIch habe gerade ein Microsoft Lumia 950 geliefert bekommen aber ich bräuchte eine Nano SIM Karte dazu.Meine Frage wäre ob ich',neutral
'Gibt es dann kein vergünstigtes handy dazu',neutral
'ist es möglich für mich Handy mit Tarif zu bestellen?',neutral
'Ich möchte mich informieren ob Sie irgendwelche Angebote haben. Ich habe Interesse mir einen Samsung Edge zu kaufen.',neutral
'hatte der techniker letztens auch vor geschalgen - wurde nicht besser - danach hat er was verändert und ich sollte abwarten und einen neustart machen',neutral
'ich hätte eine Frage und zwar könnten sie mir sagen wie lange es mit der Lieferung des Iphone SE noch dauert weil ich warte auf meines nun schon fast 3 Wochen...',neutral
'i am currently traveling and I lost my t-mobile sim card. can i know how do i get a replacement sim card when i return to salzburg',neutral
'ich brauche mein Handy dringend deshalb werde ich morgen in den Shop nach Amstetten fahren. Was wäre denn eine Sinnvolle Alternative? ich bin viel in der Werkstatt und auf Baustellen unterwegs ist das I Phone etwas robuster?',neutral
'Danke {Name}. Kann man die Karte sofort im Shop holen? Oder muss man die Karte bestellen bzw warten bis sie erhältlich ist ?',neutral
'Ich kann ab 22. Mai meine Vertrag verlängern und würde gern wissen was mir dann das Iphone 6s mit 64 GB kosten würde. Ist das dann auch so das man Flamingos noch dafür einlösen kann das es billiger wird?',neutral
'Danke! Ich werde die Antennen besorgen und hoffe damit das Problem lösen zu können.',neutral
'nein dieser ist abgelaufen und ich möchte mein Handy nun auch für ein anderes Netz freischalten',neutral
'Mein name is   ich hab online eine neueanmeldung gemacht paket is heute gekommen dass problem is ich habe keinen netz. Meine frage is wie aktiviere ich doe karte?',neutral
'ja. alle lichter sind grün - aber ins netz kann ich nicht',neutral
'werde aber aich per handy versuchen sobald die karte wieder finde',neutral
'Falls ich das Handy fallen lassen und der Screen kaputt geht',worry
'Das heißt ich geh in einen Shop und hole mir ein neues Handy?',neutral
'Fotos werden unscharf - wie ist hier nun vorzugehen?',neutral
'Ich wollte mal folgendes Wissen wie ich von meiner HomeNetBox die IP-Adresse rausbekommen kann?',neutral
'habts ihr den s6 mit 64 gb',neutral
'ich habe nun die nachricht bekommen und bin auf vollständig installieren gegangen muss ich das handy neu starten oder so',neutral
'da steht was von 99 euro für das handy',neutral
'hallo! ich habe für mein handy noch eine alte richtig grosse simkarte und hab mir zu weihanchten ein entsperrtes handy gekauft. das braucht aber eine nano sim karte.',neutral
'Ich hab heute meine home net box bekommen und sie nach anleitung in betrieb genommen. Allerdings verbindet sich die box nicht ins internet. Es kommt eine fehlermeldung mit kein service',neutral
'Hier steht das der Router kostenlos ist wenn ich das Online bestelle. Und die Aktivierung auch',neutral
'Ich habe das Gerät schon zurückgesetzt es funktioniert trotzdem nicht',worry
'Müsst Ihr das nicht normal einschicken zu Apple wenn ich es in den Shop bringe?',angry
'stimmt die alte SIM-Karte bleibt ja im alten Handy. Wie kommen dann die Daten auf das neue Handy?',neutral
'haben sie einsicht auf bestände von smartphones?',neutral
'Meine Frau {Name} hat sich mit meinem Einverständnis bei meinem bestehenden Vertrag zusätzlich angemeldet. Ärgerlich dabei ist dass ihr Handy nach wie vor nicht funktioniert und nicht ordnungsgemäß eingestellt bzw. kunfiguriert wurde. Jegliche Bemühungen unsererseits endlich Hilfe seitens Ihrer Mitarbeiter zu bekommen blieben bisher erfolglos. Ich werde mir nun überlegen müssen einen anderen Mobilfunkanbieter zu finden!- Oder was sagen Sie dazu?',angry
'es handelt sich um IPhone 5 allso ein schon älteres model',neutral
'{Name} und ich möchte gerne wissen was die Unterschieder bei den 3 Homenetboxen sind oder sind alle gleich ausser dem Design',neutral
'Alter vertrag neues Handy bitte um Angebot (Sammsung J5 Schwarz) Mit oginal simmkarte) Schwarz oder neueres Handy {Telefonnummer}',neutral
'ich wurde mir gerne ein hady anmelden bzw das iphone 6s',neutral
'Ich möchte mein Iphone 5 gekauft 12/{Potentielle_ID} entsperren lassen. Lt. Ihrem Kollegen der Treuabteilung ist dies für mich bereits Kostenlos da der Vertrag nach 3 Jahren bereits ausgelaufen und ja bereits ein Neuer Vertrag abgeschlossen wurde. Es geht um die Telefonummer {Telefonnummer} lautend auf {Name}. IMEI wäre {Telefonnummer} 2.',neutral
'bei meinem Handy ist leider der Bildschirm defekt. jetzt wollt ich wissen ob ich meien vertrag früher verlängern kann und so eventuell gleich ein neues Handy bekommen kann?',neutral
'benötigen Sie die IMEI vom iPhone welches entsperrt werden soll',neutral
'Sie haben nur noch mit 16GB',neutral
'die karte mit dem puck hat sie nicht mehr',neutral
'gibt es da auch das iphone huawei p8 lite usw.',neutral
'was ist dann bitte mit der box?',worry
'"ja - da steht Kinderschutz small aktiv; aber ich möchte ja am Handy meines sohnes die zugänge konfiguriereren und nicht den Kinderschutz allgemein ändern"',neutral
'und was ist wenn diese box in dem haus einfach keinen empfang hat?',neutral
'das heisst bitte ich möchte s7 eag',neutral
'ok ich muss jetzt mal softwareupdate abwarten vielleicht geht s danach weil die nummer würde zur Sim karte passen!!!',neutral
'muss ich irgend etwas sagen wegen der sim?',neutral
'eine micro und eine nanosim karte',neutral
'ich wollte nachfragen wann mein neues Handy geliefert wird.',neutral
'Habe einen Router wo ich den Telering USB-Stick anstecke und beim einrichten fragt er mich dieses!',neutral
'Hallo ich habe mir ein neues Handy gekauft und dafür benötige ich eine Nano-Sim Karte. Wo kann ich die bestellen?',neutral
'nach dem reset vom modem 23',neutral
'Ich vermute vorm 01.09.2014 sonst hätte es den Simlock nicht oder?',neutral
'Goodie bei Erstanmeldung Gratis Router und keine Aktivierungsgebühr? Aber ich kann Gerät und Geschwindigkeit 4 Wochen testen und bei Nichtgefallen retournieren und zurücktreten?',neutral
'wie bestellt Iphone wurde mit 3 bis 8 Tagen geschrieben. heute vergangen 5 Tage. wenn es möglich ist zu liefern?',worry
'weil ich bild mir ein das sich das nach 4x resetts davor auch schon so eingestellt habe',angry
'Das wird jetzt schwierig da bei uns nur iPhones im Haus sind - alle natürlich bereits bei itunes registriert - Können sie mir diesbezüglich weiterhelfen?',neutral
'OK Danke. Und wir komme ich zum Technikchat?',neutral
'Hab ich schon gemacht aber das gewünschte Gerät tauchte nicht auf...',neutral
'Handy zeigt immer keine Netzwerkverbindung. Findet kein Netzwerk. Können sie mir da helfen.',neutral
'Ohhhh herzlichen Dank! Womit wurde es gesendet?',happy
'Es ist ein LG Handy',neutral
'will nicht so lange auf das note 7 warten',angry
'kein problem - ist ja nicht ihre schuld. ich bitte sie höflich dieses problem mit meiner kundenid an den tech-support weiterzuleiten und diesen zu bitten mir die betreffende simkarte zukommen zu lassen ..',happy
'wahrscheinlich bin ich einer der vielen aber kann man aufgrund meiner Bestellung sagen ob ich diese Woche an der REihe bin be der iPhone-Lieferung?',neutral
'ok. Ich bin bereits im Bestellvorgang. Ich werde in den nächsten Tagen nicht im Büro bzw. zu Hause sein. Gibt es die Möglichkeit sich die Box auch in einem Shop ab zu holen?',neutral
'Hello bei meiner Box leuchte der Empfang blaurot und grün ??? was ist da der beste Empang ??',neutral
'ich habe -t-mobile.at geschriben dan enter und dann wo?',neutral
'Mein iPhone 6Plus ist leider kaputt gegangen ... Gibt es eine Möglichkeit durch eine Vertragsverlängerung oder Tarif Wechsel ein neues Handy zu bekommen mit ein bisschen dazu Zahlung?',neutral
'Ist das I Phone 6s bei Tmobile ungesperrt?',neutral
'und mit welchem Paketdienst kommt das?',neutral
'ok past ein neues gerät',neutral
'{Name} bitte bekommen sie noch 55 zoll hany',neutral
'Wenn sie jetzt zbs. ein iPhone 6s nimmt.',neutral
'und jetzt bin ich gerade draufgekommen das meine alte sim karte zu goss ist.',worry
'Meine alte telering Sim Karte ist mittlerweile über 4 Jahre alt- passt leider nicht in mein neues P 8 lite Handy dass ich bei der Vertragsverlängerung für 119 Euro vorgestern bekommen habe da ich hierfür eine Micro – Sim brauchen würde…Kann ich bei telering eine micro-sim bestellen und wird auf diese vl meine Nummer übertragen. Oder ist das als Treuebonus nicht möglich und soll ich mein Handy wieder zurückschicken? blöd dass ich das vorher nicht bedacht habe dass das Handy mit meiner Sim ja gar nicht funktioniert.',worry
'my colleague got one for 99 other one got for 199  another paid nothing.. why me 289???? why should i extend another two years if there are cheaper much cheaper offers?',angry
'Hab gestern Abend die homenet Box bestellt aber keine Bestätigungs Email erhalten',neutral
'aber ich habe gerade erfahren dass es keine iphone leihgeräte gibt',neutral
'Welche Aussenantennen sind vom vorteil für den Router B315?',neutral
'von t mobile wurden wie der USB Stick gesperrt usw.',neutral
'welche Handys gibt es da?',neutral
'Ich habe am WE bei Ihnen einen Cube bestellt nun suche ich gerade nach einer geeigneten Antenne. Dazu wäre es hilfreich wenn Sie mir sagen könnten wie viele Mhz ich benötige.',neutral
'Ich möchte gerne meine iphone 5 S entsperrrem lassen.',neutral
'Hallo. Habt ihr auch das iPhone SE mit 64gb im Sortiment?',neutral
'Da wir nun keinen neuen Router benötigen wie sieht es aus wenn dieser in den nächsten 2 Jahren kaputt geht?',worry
'Zudem fängt mein Samsung S5 seit 2 Wochen auch ins spinnen (lässt sich nicht laden) an. Ich brauche das Handy zu 95 % Firmenmässig',worry
'ja bitte sperren und neue sim zuschicken danke!',neutral
'Wenn ich eine Vertragsverlängerung mache und mir dabei ein neues Handy kaufen will und ich da gleichzeitig meine Flamingos einlöse....wo sehe ich dann um wieviel Euro ich durch die Einlösung der Flamingos das Handy günstiger bekomme?',neutral
'und könnten Sie mich jetzt bitte aufklären was bitte die 16 GB Speicher oder 13 Megapixel bei der Kamera sind.. ist das ausreichend  wenig  viel ?',neutral
'selber abholen kann iches nicht?',neutral
'Ich habe bei T-Mobile 3 Verträge einen davon für meine Großmutter! Diesen würde ich gerne verlängern aber im Online Shop bieten sie keine Seniorenhandys an - muss ich da direkt zu einen Shop?',neutral
'was würde mir das apple 7 plus pro monat kosten',neutral
'Seit Donnerstag pendelt die LTE Geschwindigkeit rund um 03 Mbit was keiner Breitbandverbindung mehr entspricht. Die Hotline hat rotzfrech aufgelegt und Technik ist ja Abends und am WE wenn ich zu Hause bin nicht verfügbar. Auf der Facebookseite habe ich schon einige Leidensgenossen gefunden bei denen es das selbe Problem gibt. An der Auslastung des Netztes kann es nicht liegen da der Upload voll da ist nur der Download nicht. So wie es aussieht betrifft es Hauptsächlich Kunden mit dem 50 Mbit Paket also würde ich einmal sagen die Automatik welche die Verfügbare Bandbreite Aufteilt läuft seit 4 Tagen Amok',angry
'Links oben: Sim gesperrt. Habe ein neues Handy und vor Kurzem erst die apps geladen. noch kein Backup gemacht.',neutral
'das heißt der router müßte bezahtlt werden was kostet der',neutral
'ich werde am mittwoch nach USA fliegen muss ich bei meinem Handy irgendetwas beachten',neutral
'Keine zugangsdaten nur 2 Emails was ich bestellt habe und das es unterwegs ist per DPD',neutral
'Ich brauche bitte eine neue micro sim',neutral
'wenn bei mir im Ort 20 andere noch stark das Internet nutzen wird als Beispeil mein Speed auf 6mbit gedrosselt??',worry
'Hi mailbox deaktivieren ist ##002# und wie aktiviert man sie wieder danach?',neutral
'Haben Sie das Samsung Galaxy S7 edge als Jugendtarif?',neutral
'nein ich habe das Telefon als Geschenk bekommen es ist ca im Juli {Potentielle_ID} gekauft worden bei euch',neutral
'Auswahl Reiter SMS & MMs im Inland',neutral
'Ich habe nämlich bereits einen offenen LTE Router',neutral
'Ich möchte einen neuen Vertrag mit Handy haben und möchte nun Wissen im welchen T-Mobil Shop es das LG G5 für mich gibt?',neutral
'ich glaube ich warte auf das neue modem und schau es mir nochmal an',neutral
'so bald ich den code eingetippt und bestätigt habe wird das Display schwarz',neutral
'ich bin T-mobile Kundin und möchte wissen in welche Geschäfte das iPhone SE 64 GB rosagold noch verfügbar ist',neutral
'Hallo mein ich hab ein problem mit dem Sim Lock meines ipad 2 das ich vor jahren bei tmobile gekauft habe.',neutral
'iPHone 6 und iPad Air ...',neutral
'um die reichweite meines Internetanschlusses kann ich ein 2. Homenetbox mit Kombibonus bestellen?',neutral
'Ich hatte bis jetzt immer Andorid und würde gerne bei einem Android-Handy bleiben. Da ich in meiner ehrenamtlichen Tätigkeit gerne Fotos mache und diese via Sozia Media online stelle hätte ich hier gerne eine gute Kamera. Marke wäre mir egal.',neutral
'wie ich gerade sehe gibt es kein I Phone 6 Plus mit 64GB. Ist es zur Zeit nicht lieferbar und wann kommt es wieder?',worry
'Kann man dieses Sim-Lock entfernen lassen? Das Gerät ist von ca. {Potentielle_ID}.',neutral
'Ich habe in Trautmannsdorf an der Leitha in der unteren Marktsiedlung kein Netz. Bis vor drei Wochen hatte ich kein Problem dort ?',neutral
'Danke jetzt noch eine frage. Kann ich danach das handy freischalten lassen',happy
'Einer war heute mit d. neuem Handy ich hatte kein Geld. Die kommen morgen aber ich muss nur sagen dass ich erst nach 11 h in der Firma bin.',neutral
