"1256192887354.txt";"TRANSCRIPTION: Sie war nicht groß gewillt mir zu helfen
";"d";;;;;"Häufigkeit absolut";"Kategorie";"Häufigkeit relativ (%)"
"1256627533221.txt";"TRANSCRIPTION: es hat ja gar kein Beratungsgespräch stattgefunden
";"a";;;;;;;
"1256627653430.txt";"TRANSCRIPTION: ja Agent hatte keine Ahnung was eine Mobilbox pro ist und konnte auch keine Beratung @hes@ @hes@ leisten
";1;"d";;;;;;
"1256627773674.txt";"TRANSCRIPTION: die Dame am Telefon hat einfach aufgelegt und zurückrufen tut auch niemand so wie's bei T-Online oder T-Mobile was Sie jetzt gerade sind @hes@ @hes@ Usus ist nie ruft jemand zurück es ist *furchtbar* bei Ihnen
";"b";;;;;;;
"1256628853903.txt";"TRANSCRIPTION: Ihr Service
";0;;;;;;;
"1256629454193.txt";"TRANSCRIPTION: [fragment] mein Gegenüber hat aufgelegt einfach aufgelegt und mein [fragment] [fragment] Wunsch [fragment] [fragment]
";"b";;;;;;;
"1256629694413.txt";"TRANSCRIPTION: Weiterverbindung ohne weiterverbunden zu werden ist nicht gut
";"a";;;;;;;
"1256630054658.txt";"TRANSCRIPTION: die Beratung war schlecht
";0;;;;;;;
"1256630054893.txt";"TRANSCRIPTION: ich bin nicht verbunden worden ich hatte kein Gespräch
";"a";;;;;;;
"1256630174945.txt";"TRANSCRIPTION: der Kollege [nachn] hat mich einfach weggedrückt
";"b";;;;;;;
"1256630175219.txt";"TRANSCRIPTION: ich sollte weitervermittelt werden und da kam auch die Musik und anschließend hieß es dann eben @hes@ dass ich unterbrochen bin und fertig Ende kein Gespräch mehr das ist also nicht mehr weitervermittelt worden und deshalb bin ich *so was* von unzufrieden das kann nur T-Com machen
";"a";;;;;;;
"1256630175303.txt";"TRANSCRIPTION: der Herr konnte keine Auskunft geben über den Stand der Änderung im Systemfehler [fragment] hat @hes@ meine weiteren Fragen nicht abgewartet und aufgelegt und das tut man nicht
";1;"b";;;;;;
"1256630535376.txt";"TRANSCRIPTION: [fragment] ich hätte zum Umzugs Team weitergeleitet werden sollen bin aber rausgeschmissen worden
";2;"c";;;;;;
"1256630655619.txt";"TRANSCRIPTION: es wurde mir nicht geholfen und im übrigen war im Hintergrund @hes@ Gespräche von irgendwelchen Mitarbeitern zu hören @hes@ und @hes@ @hes@ ich habe @hes@ mein Anliegen überhaupt in gar keiner Form anbringen können
";"a";;;;;;;
"1256630775841.txt";"TRANSCRIPTION: ja mir ist immer noch nicht geholfen worden ich sitze seit *einer* Stunde in der Warteschleife
";"a";"e";;;;;;
"1256630896056.txt";"TRANSCRIPTION: bin gar nicht zu Ende gekommen jetzt ist Ihre komische Anfrage hier drin aber der Service war noch gar nicht beendet ich bin seit fünf Tagen am telefonieren mit der Telekom und hab' bis heute keine vernünftige Antwort bekommen
";"a";;;;;;;
"1256631376317.txt";"TRANSCRIPTION: [fragment] weitere Verbindung nicht möglich geht in *eine* Warteschleife und danach land' ich jetzt bei Ihnen
";"a";;;;;;;
"1256631377559.txt";"TRANSCRIPTION: ja schönen guten Tag [vorn] [nachn] ist mein Name ich habe vor einer Minute mit der Frau [nachn] gesprochen und es ging halt um einen Telefonanschluss und um eine Kundennummer die noch gar nicht existiert ich habe Frau [nachn] halt versucht das alles zu erklären was ich hier schwarz auf weiß habe sie hat mir immer wieder widersprochen und letztendlich hat sie mich einfach weggedrückt und das find' ich maßlos @hes@ ja [fragment] ich find' das einfach *eine* Schweinerei tut mir leid also aufgrunddessen wenn ich den Vertrag kündigen könnte würde ich das machen aber da sind mir leider die Hände gebunden vielleicht sollten Sie Frau [nachn] mal zur Rede stellen vielen Dank [vorn] [nachn]
";"b";;;;;;;
"1256632698506.txt";"TRANSCRIPTION: den Grund meines Anrufes konnt' ich nicht in Ruhe an einem Stück vortragen ich wurde immer wieder unterbrochen es kam dadurch durch Missverständnisse immer und immer wieder und das Gespräch hat circa acht bis neun Minuten gedauert dabei war der Inhalt völlig einfach immer wieder unterbrochen unterbrochen worden und mir wurde ständig wie man im Volksmund sagt über *den* Bart gefahren regelrecht reglementiert und @hes@ war eins der schlechtesten Telefonate die ich vom Serviceleister in der letzten Zeit hatte
";"d";;;;;;;
"1256632698734.txt";"TRANSCRIPTION: ich hatte leider gar kein Gesprächsteilnehmer deswegen ist dieser Service ungenügend
";"a";;;;;;;
"1256632819629.txt";"TRANSCRIPTION: ich warte schon seit vier *Monaten* auf die endgültigen Zugangsdaten und die hab' ich immer noch nicht bekommen am neunzehnten zehnten hat mir die Dame gesagt dass sie die endgültigen Daten in den nächsten Tagen schickt aber die sind auch noch heute nicht da und heute sagt mir die Dame dass sie jetzt geschickt worden sind nach meiner Erfahrung von den letzten vier Monat bin ich nicht zuversichtlich dass das Telekom oder T-Online das macht
";1;;;;;;;
"1256632819886.txt";"TRANSCRIPTION: die Verbindung war gestört man konnte sich nicht verständigen
";0;;;;;;;
"1256633660903.txt";"TRANSCRIPTION: ja ich brauch' hier *eine* technische Auskunft und die @hes@ Weiterleitung ging nicht weil ((*wahrscheinlich*)) alles besetzt war dann hat sie mir *eine* kostenpflichtige Durchwahl gegeben [tel] wo ich's vielleicht probieren könnte ich brauch' jetzt aber Support es geht hier um *eine* *Entscheidung* welchen Rechner ich mir kaufen soll und so weiter es ist geschäftlich ich brauch' da *einen* Rückruf das geht nicht sagt sie @hes@ und da ich kann nicht dauernd hier irgendwelche Warteschleifen anrufen da ist der Service äußerst äußerst mangelhaft danke
";1;;;;;;;
"1256633661170.txt";"TRANSCRIPTION: gar nichts gemacht keine Hilfe
";0;;;;;;;
"1256634021317.txt";"TRANSCRIPTION: ich habe [fragment] mit dem neu das hab' ich bereits vorher gesagt ich habe [fragment] den neuen Tarif mit dem so genannten Spezialtarif der mir aufgeschwatzt worden ist habe ich @hes@ @hes@ höhere Ausgaben als wie erst mit dem alten Tarif den ich fast @hes@ *fünfzehn* Jahre gehabt hab' und ich lege auch kein Wert auf diese Bezeichnung @hes@ @hes@ @hes@ @hes@ @hes@ die am @hes@ @hes@ schnurlosen Telefon erscheint das heißt das auf und ab blinken und mit diesen @hes@ Brief Nachweis ich brauch' das nicht ich bin Rentner und achtzig Jahre ich will eine ganz einfache Angelegenheit und Sache haben und *möchte* das *auch* nicht ausweiten Ihr Kollege hat schon vorhin gesagt @hes@ dass ich nicht eher gekündigt hätte ich konnte ja gar nicht ich hatte [fragment] sofort nach den neuen Tarifen nach der Rechnung die ich [fragment] [fragment] des neuen Tarifs bekommen habe hab' ich sofort reagiert und hab' an [ort] geschrieben sofort ich hab' es Ihnen ja [fragment]
";1;;;;;;;
"1256634261548.txt";"TRANSCRIPTION: ich hab' ständig Probleme mit dem Internetanschluss ich zahle voll und der Kundenservice passt nicht ich empfang' keine richtigen Daten für das was ich bezahle ich bezahl' ja auch schließlich also möcht' ich auch mein Endprodukt haben
";0;;;;;;;
"1256634621800.txt";"TRANSCRIPTION: [fragment] Auskunft erhalten
";0;;;;;;;
"1256634862077.txt";"TRANSCRIPTION: ich bin äußerst zufrieden das war eben ein Missverständnis äußerst zufrieden
";0;;;;;;;
"1256634862278.txt";"TRANSCRIPTION: ich wurde überhaupt nicht zu einem Kundenberater durchgestellt obwohl ich es verlangt hatte
";"a";;;;;;;
"1256634982358.txt";"TRANSCRIPTION: [fragment] Problem geschildert und gewartet und dann kamen Sie mit @hes@ der Umfrage
";"a";;;;;;;
"1256635102601.txt";"TRANSCRIPTION: sehr unfreundlicher Servicemitarbeiter von Telekom und das Gespräch wurde einfach unterbrochen
";"b";;;;;;;
"1256635342912.txt";"TRANSCRIPTION: falsche Auskunft beim Auftrag als ich die Auftragsbestätigung aufgegeben habe wurde mir gesagt ich muss nur sechs Tag auf mein neues Internet warten und das verzögert sich jetzt doch deutlich länger ich hab' verstanden dass das [fragment] an eins und eins liegt find' das aber trotzdem nicht gut dass ich darüber nicht rechtzeitig aufgeklärt werde beziehungsweise dass mir nicht gesagt wird dass ich jetzt für jedes Telefonat bezahle weiter
";1;;;;;;;
"1256635823226.txt";"TRANSCRIPTION: ja es [fragment] es geht darum dass ich ein @hes@ Anruf von Ihnen bekommen habe um eine schnellere Leitung zu bekommen es fehlt mir hier der Router der Router wurde sollte bestellt werden vor am @hes@ einer Woche ungefähr oder [fragment] @hes@ Freitag sollte das eigentlich bestellt sein heute ruft man bei mir an und sagt @hes@ ist nix bestellt @hes@ und man will ihn bestellen und mein Internetanschluss ist bereits schon @hes@ umgestellt ich hab' kein Internetanschluss mehr ich kann nicht mehr arbeiten hier @hes@ und das find' ich also schon *eine* Schweinerei jetzt will ich *eine* Beratung haben da kommt man [fragment] Ihr Band zwischengeschaltet nicht wahr [fragment] wie ich [fragment] wie ich zufrieden ich bin und der [fragment] Kundenberater ist weg also @hes@ ich versteh' die Welt nicht mehr @hes@ was hier bei Ihnen im Hause los ist tut mir leid das ist es [fragment] also eine [fragment] ein Unding ich bin echt sauer als Kunde ich bin langjährig Kunde aber das ist wohl [fragment] die Krönung wieder mal ich hätte mal doch kündigen sollen ja das war's eigentlich weiter
";1;"b";;;;;;
"1256635943450.txt";"TRANSCRIPTION: es ist eine Störung noch nicht aufgehoben seit wir Call_and_surf haben wir können nicht problemlos raustelefonieren
";3;;;;;;;
"1256636063724.txt";"TRANSCRIPTION: ja ich @hes@ habe angerufen und hab' gesagt dass ich *einen* DSL Problem habe das ist schon dreimal gewesen da wurde die Leitung dreimal resettet ja aber @hes@ mehr wurd nicht gemacht jetzt bin ich schon wieder hier und die Leitung funktioniert wieder nicht es ist wieder *ein* Blinken also eigentlich hätt' ich da schon *ein* bisschen mehr erwartet *nicht* also ich hab' zu Hause noch *einen* Arcor Anschluss @hes@ da funktioniert das auf jeden Fall wesentlich besser Service ungenügend meiner Meinung ich bin selber Dienstleister also wenn ich zu meinen Kunden so wäre würd' *das* nicht gut funktionieren Ende [vocal]
";3;;;;;;;
"1256636063999.txt";"TRANSCRIPTION: Problem wurde nicht gelöst unfreundliche Beratung @hes@ Blockieren gegen das Problem helfen einem nicht weiter fertig
";"d";;;;;;;
"1256636184049.txt";"TRANSCRIPTION: man nicht in vier und zwanzig Stunden sagen wir rufen in vier und zwanzig Stunden zurück
";0;;;;;;;
"1256636184268.txt";"TRANSCRIPTION: Beraterin die Beraterin hat aufgelegt
";"b";;;;;;;
"1256636304309.txt";"TRANSCRIPTION: war das war alles in [fragment] das war alles in einem die schlechteste Beratung die ich je bekommen habe und die muffiglichste
";"d";;;;;;;
"1256636424623.txt";"TRANSCRIPTION: ich habe ein T-Home Paket bestellt dann kam eine Auftragsbestätigung in der wieder von Selbstmontage @hes@ eines Teils die Rede war jetzt hab' ich dort abgerufen hat man mir erzählt es sind zwei Aufträge ich hab' *also* kein zweiten Auftrag [fragment] ausgelöst und bin jetzt über diese Selbstmontage in der schriftlichen Auftragsbestätigung gestolpert und die Beratung am Telefon war alles andere @hes@ als dass man das jetzt aus *dem* Weg geräumt hat weil man immer auf dem zweiten Auftrag drauf rumgeritten ist den ich aber nicht aufgelöst habe das mag ja sein dass das intern bei der Telekom als zwei Aufträge *irgendwie* verwaltet wird aber es @hes@ führt bei mir zur Verunsicherung wenn ich dann auf einmal was von Selbstmontage lese obwohl ganz klar im Auftrag war dass das die Telekom installieren soll und dieses wie gesagt wurde auch nie aufgeklärt richtig für mich jedenfalls nicht verständlich jetzt bei dem Telefonat
";1;;;;;;;
"1256636784870.txt";"TRANSCRIPTION: der Mitarbeiter hatte keinen Zugriff auf @hes@ unsere Anschluss Daten als Geschäftskunde
";0;;;;;;;
"1256637145070.txt";"TRANSCRIPTION: Gespräch kam nicht zustande
";"a";;;;;;;
"1256637265301.txt";"TRANSCRIPTION: es hat überhaupt kein Gespräch stattgefunden ich wurde irgendwo hin hingedrückt und das war's dann wohl Hauptsache man bezahlt sein Geld Dankeschön
";"a";;;;;;;
"1256637385576.txt";"TRANSCRIPTION: guten Tag mein Name ist [nachn] und ich hab' jetzt bei der Telekom angerufen weil mein Internetanschluss nicht geht dann bin ich bei einer Dame nach längerer Zeit bei einer Dame im Callcenter gelandet und die Dame hat mir gesagt ich soll die Nummer jetzt grad noch mal wählen und damit ich an einen anderen Platz komme weil sie mir nicht weiterhelfen kann dann hab' ich gesagt ja ich hab' *doch* die Nummer schon mal gewählt @hes@ warum soll ich an *einen* anderen Platz verwiesen werden [fragment] dann hat sie einfach aufgelegt und dann bin ich jetzt bei Ihnen gelandet bei der Kundenbefragung
";"e";3;"b";;;;;
"1256637505790.txt";"TRANSCRIPTION: [breath] seit Mittwoch ist unser T-Home nicht in Ordnung es sollte ein Service Mann rauskommen von acht bis zehn es ist nicht da es passiert überhaupt gar nichts
";1;;;;;;;
"1256637626049.txt";"TRANSCRIPTION: ich hatte eine Reklamation sollte weiterverbunden werden und jetzt soll ich hier Kundenbewertung machen jetzt bleibt mir nix andere über als wieder neu anzurufen und das ganze Prozedere noch mal durchzumachen *das* kann es doch nicht sein
";"c";1;;;;;;
"1256637746328.txt";"TRANSCRIPTION: mein Problem wurde überhaupt nicht ernst genommen mein Problem wurde nicht bearbeitet es wurde verweigert mich zurückzurufen und die Warteschleife im Moment beträgt fünfzehn Minuten danach werd' ich in der Regel aus der Leitung geschmissen
";"a";"e";;;;;;
"1256638106548.txt";"TRANSCRIPTION: ich habe ich habe dreimal mit dem Servicecenter gesprochen und habe drei unterschiedliche Auskünfte bekommen
";0;;;;;;;
"1256638226827.txt";"TRANSCRIPTION: die Argumentation des Kundenberaters war für mich völlig unverständlich ich hatte eine Frage zu einem Rechnungsposten und kann die immer noch nicht nachvollziehen es geht genau [fragment] um die @hes@ Berechnung zusätzlicher Installations Leitungen die nicht erfolgt ist in meinen Augen
";4;;;;;;;
"1256638347872.txt";"TRANSCRIPTION: also ich hab' hier angerufen wegen dem @hes@ erheblich hohen Grundpreis und eine Twincard die mir *einen* niedrigeren an sich zugesagt worden war und ich jetzt feststellen muss dass ich zweimal siebzehn Euro Grundpreis bezahle oder neunzehn fünf und neunzig und dann wurde einfach der Hörer aufpatscht das ist eine Unsitte [pause] ich kann's nicht verstehen ich steh' hier ratlos da und muss noch mal anrufen
";1;"b";;;;;;
"1256638708195.txt";"TRANSCRIPTION: es geht um *einen* Rückportierungs Auftrag der wöchentlich bei der Telekom beantragt wurde und es @hes@ geht darum dass die Telekom an die Vodafone *einen* Rückportierungs Antrag stellt dieser wurde bei Vodafone nicht entgegengenommen beziehungsweise ist nie angekommen ich hatte jetzt oft also mindestens [fragment] einmal die Woche angerufen hatte drum gebeten dass die Telekom *einen* Rückportierungs Antrag an die Vodafone nochmals sendet das ist nicht erfolgt ich wart' jetzt schon seit mindestens acht Wochen auf *eine* Rückportierung die Telekom scheint nicht in der Lage zu sein *eine* Rückruf Nummer wieder zurück zu holen oder zurückholen zu können ich bin nicht wirklich begeistert muss ich ganz ehrlich sagen
";1;;;;;;;
"1256638708454.txt";"TRANSCRIPTION: Vertragsverlängerung ohne Rücksprache
";1;;;;;;;
"1256638828496.txt";"TRANSCRIPTION: ja ich warte auf endgültige @hes@ Ergebnis aber leider das passiert nichts
";0;;;;;;;
"1256638948721.txt";"TRANSCRIPTION: man kann das Gespräch nicht einfach unterbrechen aus und weiterschalten
";"b";;;;;;;
"1256639068980.txt";"TRANSCRIPTION: nach sieben dreißig Wartezeit wurde das Gespräch beendet weil die Plätze belegt waren
";"e";"a";;;;;;
"1256639069235.txt";"TRANSCRIPTION: ich hab' gar kein Gespräch geführt deshalb kann ich darüber keine Auskunft geben ich warte noch dass ich jetzt @hes@ jetzt verbunden werde danke
";"a";;;;;;;
"1256639309355.txt";"TRANSCRIPTION: ja erstmal hat der Mann einfach aufgelegt nachdem er @hes@ von mir [fragment] gesagt bekommen hat warum es geht ich @hes@ geh' jetzt mal davon aus dass er's entweder nicht verstanden hat dass er aufgelegt hat dass ihm der Aufwand zu viel gewesen ist weil er die Unterlagen @hes@ gesehen hat oder der einfach nur schlecht ausgebildet ist und sich gesagt hat nee da kann ich nicht ganz tief reintauschen weil der Typ am Telefon nämlich ich der ist ziemlich geladen und der geht also ganz ganz ganz weit an die Spitze und macht eine riesen Welle Sie können mich gerne zurückrufen Telefonnummer haben Sie ja aber ich sag' sie trotzdem noch mal [tel] oder [fragment] Mobil [tel] ich habe den Kaffee ziemlich auf gell
";"b";"d";;;;;;
"1256639309617.txt";"TRANSCRIPTION: der Einsatz der Mitarbeiterin
";0;;;;;;;
"1256639669748.txt";"TRANSCRIPTION: das Problem liegt nicht in der konkreten Dame die am Telefon war sondern dass die Telekom seit über zwei Wochen versuche zu bewegen mich zurückzurufen im Sinne des Bauherrn Service des Büros [ort] für die zuständig für die Telefonvorwahl [tel] es geht keiner ans Telefon ich kriege keinen Rückruf obwohl das raufgesprochen ist obwohl man ihn mir zugesagt hat es passiert nichts es ist ein Zustand der ist stinkt zum Himmel vielen Dank
";1;;;;;;;
"1256640390125.txt";"TRANSCRIPTION: es ging darum dass ich meine Rechnung die ich online bekomme aufgerufen hab' und da ist *ein* Betrag drin für einen Anruf in der Schweiz über ein Provider der Provider nennt sich $P $M zwo und das stimmt nicht und dann wollt' ich dort anrufen und da gibt’s Dienst oder Dienst Merkmal nicht möglich dann hab' ich fragen wollen ob's ob man mir *eine* Nummer oder irgendwas geben kann um an den Provider $P $M zwo zu kommen und da wurde einfach aufgelegt
";"b";1;4;;;;;
